student_id,last_name,first_name,age,gender,year_level,department,gpa,email,contact_no,enrollment_status
202405460,Martinez,Veronica,27,Prefer not to say,3,BSPSYCH,1.89,veronicamartinez89@uni.edu.ph,09166088765,Enrolled
202400252,Garcia,Joseph,21,M,4,BSCRIM,2.51,josephgarcia10@uni.edu.ph,09302038796,Enrolled
202401183,Miranda,Ben,25,M,4,BSPSYCH,1.83,ben38@protonmail.com,09392690066,Enrolled
202406195,Obando,Aaron,28,apache helicopter,3,BSCRIM,3.41,aaronobando6@uni.edu.ph,09506690078,Enrolled
202408933,San Pedro,Clifford,22,M,1,BSCRIM,,cliffordsanpedro49@uni.edu.ph,09963893792,Enrolled
202408729,Jimenez,Danica,20,F,3,BSIT,3.25,danicajimenez33@uni.edu.ph,09694921154,Enrolled
202405358,Guevara,Dominic,27,M,10,BSCS,1.83,dominicguevara58@uni.edu.ph,09480551085,Enrolled
202402325,Rivera,Andrea,18,F,1,BSECE,2.6,andrearivera27@uni.edu.ph,09667110830,Enrolled
202403614,Miranda,Ramon,26,M,2,BSIT,1.54,ramonmiranda96@uni.edu.ph,09517621162,Enrolled
202409450,Torres,Diana,26,female,4,BSED,1.65,dianatorres63@uni.edu.ph,09587546109,Enrolled
202404863,Cabrera,Andrea,18,F,1,BSED,2.67,andreacabrera33@uni.edu.ph,09100997899,Enrolled
202408416,Perez,Ana,24,F,1,BSPSYCH,3.07,anaperez48@uni.edu.ph,09431304549,Enrolled
202400763,Perez,Ryan,26,M,1,BSCS,2.3,ryanperez64@uni.edu.ph,09951188873,Enrolled
202407003,Lacson,Carlos,-4,M,1,BSCS,2.21,carloslacson22@uni.edu.ph,09737347117,Enrolled
202405053,Dela Cruz,Kevin,24,M,5,BSCS,1.43,kevindelacruz66@uni.edu.ph,09818548019,Enrolled
202405984,Medina,Renz,19,M,4,BSIT,2.58,renzmedina8@uni.edu.ph,09867741160,Enrolled
202403077,Cabrera,Ana,20,F,4,BSBA,2.16,anacabrera72@uni.edu.ph,09610370745,Enrolled
202407906,De Leon,Marisol,24,F,5,BSPSYCH,2.66,marisoldeleon16@uni.edu.ph,09845956638,Enrolled
202403341,Flores,Rosa,17,F,5,BSCRIM,2.02,rosaflores43@uni.edu.ph,09417100333,Enrolled
202409191,Mendoza,Renz,510,M,2,BSBA,2.62,renzmendoza54@uni.edu.ph,09308010307,Enrolled
202401813,Castillo,Rafael,28,M,4,BSCRIM,2.69,rafaelcastillo93@uni.edu.ph,09283471482,Enrolled
202407263,Mendoza,Miguel,18,fluid,1,BSME,3.35,miguelmendoza90@uni.edu.ph,09992126303,Enrolled
202406047,Pascual,Miguel,19,M,1,BSCRIM,3.45,miguelpascual50@uni.edu.ph,09415894890,Enrolled
202403799,Delos Reyes,Aldrich,24,M,4,BSCE,1.93,aldrichdelosreyes24@uni.edu.ph,09497217154,Enrolled
202400363,Evangelista,Renz,27,M,4,BSN,1.44,renzevangelista72@uni.edu.ph,09844704803,LOA
202408998,Obando,Ryan,28,M,1,BSCRIM,,ryanobando23@uni.edu.ph,09694364405,Enrolled
202401337,Rivera,Michael,17,M,4,BSBA,3.09,,09166017304,Enrolled
202401000,Miranda,Dominic,28,M,5,BSCS,1.87,dominicmiranda61@uni.edu.ph,09806886123,LOA
202404305,Cruz,Renz,27,M,4,BSECE,3.1,renzcruz68@uni.edu.ph,09719805234,LOA
202403498,Dela Cruz,Bianca,17,F,3,BSCRIM,2.09,biancadelacruz90@uni.edu.ph,09587133504,Enrolled
202400626,Fajardo,Patrick,22,M,1,BSECE,1.08,patrickfajardo49@uni.edu.ph,09772710898,ENROLLED
202407073,Natividad,Patrick,21,M,1,BSN,2.0,patricknatividad75@uni.edu.ph,09698675092,Enrolled
202400527,Martinez,Joseph,26,M,5,BSECE,3.45,,09481295430,Enrolled
202403368,Delos Reyes,Bryson,20,M,4,BSN,3.42,brysondelosreyes93@uni.edu.ph,09549888095,Enrolled
202400869,Ramirez,Anton,22,M,1,BSCRIM,1.28,,09713927729,Enrolled
202408261,Natividad,Gerald,24,M,1,BSME,1.34,geraldnatividad16@uni.edu.ph,09655902828,Enrolled
202402923,Del Rosario,Bianca,28,F,2,BSIT,3.16,biancadelrosario56@uni.edu.ph,09633858715,LOA
202400437,Aquino,Charisse,28,F,4,BSCS,1.64,charisseaquino26@uni.edu.ph,09301373196,Enrolled
202400261,Diaz,Nico,24,M,3,BSIT,2.54,nicodiaz86@uni.edu.ph,09761982621,LOA
202407272,Soriano,Carla,21,F,4,BSCE,1.68,carlasoriano26@uni.edu.ph,09804465576,Enrolled
202404090,Cabrera,Ella,24,1,4,BSME,2.22,ellacabrera46@uni.edu.ph,09468451866,Enrolled
202404626,De Leon,Karl,959,M,2,BSECE,3.02,karl32@protonmail.com,09941150971,Enrolled
202407894,Ilustre,Diana,20,F,1,BSCRIM,0.05,dianailustre21@uni.edu.ph,09706590201,Enrolled
202408280,Alcantara,Francesca,24,F,1,BSBA,2.2,francescaalcantara69@uni.edu.ph,09589410793,Enrolled
202405054,Jimenez,Patricia,27,F,5,BSN,3.26,patriciajimenez73@uni.edu.ph,09339758507,LOA
202401158,Pascual,Clara,28,F,5,BSCE,2.17,clarapascual64@uni.edu.ph,09568217996,Enrolled
202407150,Macaraeg,Grace,26,F,2,BSCRIM,1.65,gracemacaraeg57@uni.edu.ph,09282731126,Enrolled
202404639,Reyes,Juan,18,M,5,BSCS,2.66,juanreyes84@uni.edu.ph,09890094486,LOA
202404590,Villanueva,Charisse,28,F,4,B.S.B.A,2.26,charissevillanueva91@uni.edu.ph,09975081753,Enrolled
202405223,Alcantara,  Pedro  ,26,M,5,bsit,3.45,pedroalcantara87@uni.edu.ph,09984576710,LOA
202400250,Santiago,Miguel,28,M,2,BSED,0.65,miguelsantiago72@uni.edu.ph,09543109075,Dropped
202404355,Ocampo,Kevin,24,M,5,BSN,1.89,kevinocampo95@uni.edu.ph,09970137103,Enrolled
202404455,Bonifacio,Ana,20,F,2,BSME,5.81,anabonifacio16@uni.edu.ph,09987966276,Enrolled
202408349,Soriano,Ryan,25,M,4,BSPSYCH,2.45,ryansoriano3@uni.edu.ph,09483719300,Enrolled
202402815,Aquino,Ana,25,F,1,BSCS,,anaaquino39@uni.edu.ph,09209872416,Enrolled
202405154,Santos,Joseph,27,M,1,BSCS,1.2,josephsantos68@uni.edu.ph,09337518546,Enrolled
202406096,Flores,Michael,27,M,1,BSME,1.54,michaelflores57@uni.edu.ph,09933286041,Enrolled
202408823,Bautista,Jose,23,M,7,BSCRIM,1.5,josebautista89@uni.edu.ph,09386468069,Enrolled
202407255,Gonzales,Nico,24,M,2,BSIT,1.11,nicogonzales50@uni.edu.ph,09141787930,Enrolled
202401258,,Bryson,22,M,4,BSPSYCH,1.54,brysoncruz8@uni.edu.ph,09722308895,LOA
202409894,Dalisay,Ella,25,FEMALE,4,BSME,2.78,elladalisay69@uni.edu.ph,09283748227,Enrolled
202409922,Miranda,Mark,21,M,4,BSCS,3.15,markmiranda93@uni.edu.ph,09919729745,Enrolled
202401808,Evangelista,Anton,26,M,4,BSIT,2.38,antonevangelista6@uni.edu.ph,09771106793,Enrolled
202404779,Dalisay,Elena,19,F,4,BSED,2.98,elenadalisay3@uni.edu.ph,09669120533,Enrolled
202401946,De Guzman,Patrick,28,M,5,BSED,3.33,patrickdeguzman26@uni.edu.ph,09768913252,Enrolled
202401917,Castillo,Dominic,-23,M,2,BSBA,2.12,dominiccastillo82@uni.edu.ph,09946997237,Enrolled
202404328,Macaraeg,Ramon,20,M,4,BSIT,1.52,ramonmacaraeg72@uni.edu.ph,0946-994-9756,Enrolled
202408572,Macaraeg,Mia,19,F,10,BSBA,2.81,miamacaraeg80@uni.edu.ph,09338367787,Enrolled
202402436,Go,Francis,25,M,1,BSIT,1.64,francisgo38@uni.edu.ph,09308471970,Enrolled
202409605,Aquino,Jasmine,20,F,3,BSBA,1.6,jasmineaquino60@uni.edu.ph,09207962439,Enrolled
202407944,Castillo,Mark,28,M,4,BSIT,3.01,markcastillo25@uni.edu.ph,09514150978,Enrolled
202403685,De Guzman,Ben,26,M,1,BSCE,2.14,bendeguzman84@uni.edu.ph,09575734839,LOA
202403006,Soriano,Carlos,25,M,2,BSED,2.71,carlossoriano83@uni.edu.ph,09344638483,Enrolled
202403928,Lacson,Adrian,18,M,4,BSPSYCH,2.48,adrianlacson27@uni.edu.ph,09737295639,Enrolled
202405928,Santos,Sarah,27,F,2,BSPSYCH,1.72,sarahsantos47@uni.edu.ph,09255164612,Enrolled
202405481,Martinez,Anton,25,M,1,BSECE,,antonmartinez20@uni.edu.ph,09762733136,Enrolled
202409444,Alcantara,Bryson,17,M,3,BSME,2.18,brysonalcantara54@uni.edu.ph,09918983930,Enrolled
202400489,Flores,Isabel,20,F,4,BSCRIM,3.48,isabelflores62@uni.edu.ph,09283144690,Enrolled
202403206,Castillo,Gerald,26,M,4,BSED,3.39,geraldcastillo60@uni.edu.ph,09397718559,Enrolled
202409965,Lopez,Sarah,18,F,1,BSCRIM,,sarahlopez58@uni.edu.ph,09495959336,Enrolled
202404559,Reyes,Clifford,23,M,5,BSCRIM,2.7,cliffordreyes84@uni.edu.ph,09512775329,Enrolled
202400441,Mendoza,Ella,23,F,5,BSCRIM,6.08,ellamendoza65@uni.edu.ph,09513028367,Enrolled
202406718,Cruz,Jose,28,M,4,BSCRIM,3.26,josecruz29@uni.edu.ph,09394789129,Enrolled
202402709,Lopez,Patricia,22,F,3,BSED,1.03,patricialopez63@uni.edu.ph,09574872187,Enrolled
202409080,Martinez,Rowena,24,F,4,BSPSYCH,2.07,rowenamartinez74@uni.edu.ph,09975971041,Enrolled
202401070,Aquino,Rosa,20,F,4,BSPSYCH,,rosaaquino98@uni.edu.ph,09701666987,Dropped
202403854,Santa Maria,Mark,25,M,2,BSIT,1.37,marksantamaria23@uni.edu.ph,09525142516,Enrolled
202400887,Hidalgo,Bryson,26,M,3,BSECE,1.0,brysonhidalgo62@uni.edu.ph,09393456795,Enrolled
202407321,Fernandez,Mark,19,M,10,BSED,3.06,markfernandez41@uni.edu.ph,09955528337,Enrolled
202403831,Lacson,Lisa,22,F,3,BSCS,3.12,lisalacson17@uni.edu.ph,09524771233,Enrolled
202408550,Ilustre,Mark,19,M,1,BSBA,2.27,alt_markilustre33@uni.edu.ph,09437429547,Enrolled
202400103,Javier,Mark,24,M,1,BSPSYCH,1.04,mark97@gmail.com,09540211187,LOA
202405027,sample,sample,27,M,3,BSME,1.29,sample@uni.edu.ph,09780468650,Enrolled
202408183,Go,Camille,27,F,4,BSBA,2.46,camillego96@uni.edu.ph,09492634498,Enrolled
202409141,VILLANUEVA,Aldrich,27,M,1,BSCE,2.33,aldrichvillanueva91@uni.edu.ph,09382847300,Enrolled
202404147,Tan,Tricia,19,F,3,BSECE,2.78,triciatan50@uni.edu.ph,09271989088,Enrolled
202408375,Hernandez,Marco,25,M,2,BSCS,1.3,marcohernandez53@uni.edu.ph,09396124,Enrolled
202405016,Aguilar,Marisol,19,F,3,BSIT,2.39,marisolaguilar46@uni.edu.ph,09162243468,Enrolled
202405762,Santa Maria,Anton,21,M,2,BSCS,3.11,antonsantamaria85@uni.edu.ph,09951227095,Enrolled
202407387,Jimenez,Jose,18,M,4,BSBA,1.68,josejimenez92@uni.edu.ph,09297426651,Enrolled
202407629,Bonifacio,Kevin,23,M,3,BSCE,,kevinbonifacio43@uni.edu.ph,09749682416,LOA
202402548,Reyes,Mia,-19,F,5,BSPSYCH,2.72,miareyes86@uni.edu.ph,09351703873,Dropped
202405626,Galvez,Katrina,20,Prefer not to say,3,BSPSYCH,2.67,katrinagalvez23@uni.edu.ph,09843301176,Enrolled
202402363,Miranda,Gerald,24,yes,2,BSIT,3.34,geraldmiranda20@uni.edu.ph,09936483568,Enrolled
202402408,Perez,angela,18,Prefer not to say,3,BSME,1.02,angelaperez64@uni.edu.ph,09872212025,Enrolled
202409210,Ramirez,Edgar,27,M,4,BSECE,2.35,edgarramirez59@uni.edu.ph,09645914972,Dropped
202403066,De Guzman,Lisa,23,F,2,BSN,2.28,lisadeguzman29@uni.edu.ph,09120342393,Enrolled
202400776,Santa Maria,Kevin,26,M,1,BSCRIM,1.17,kevinsantamaria68@uni.edu.ph,09610315526,Enrolled
202409970,Santiago,Maricel,27,F,1,BSCE,2.24,maricelsantiago42@uni.edu.ph,09133198373,Enrolled
202407151,Natividad,Nina,25,F,5,BSCS,2.92,ninanatividad54@uni.edu.ph,09495084320,Enrolled
202404342,Delos Reyes,Clara,18,F,4,BSME,1.64,claradelosreyes84@uni.edu.ph,09859526755,Enrolled
202404217,Castillo,Lisa,17,F,2,BSPSYCH,1.85,lisacastillo5@uni.edu.ph,09569930253,Enrolled
202407856,Santa Maria,Carla,20,F,2,BSN,1.5,carlasantamaria61@uni.edu.ph,09610416175,Enrolled
202404264,Fernandez,Felix,28,M,4,BSCE,3.16,felixfernandez49@uni.edu.ph,09322284641,Enrolled
202404443,CASTILLO,Daniel,28,M,5,BSN,1.48,danielcastillo17@uni.edu.ph,09925560694,Enrolled
202404275,Guevara,Joshua,19,M,3,BSCRIM,1.73,joshuaguevara70@uni.edu.ph,09748145423,Enrolled
202406956,Natividad,Jasmine,18,F,1,BSPSYCH,1.38,jasminenatividad14@uni.edu.ph,09576446260,Enrolled
202402264,RAMIREZ,Francis,28,M,2,BSBA,3.11,francisramirez79@uni.edu.ph,09283519753,Enrolled
202409720,Medina,Abigail,23,Prefer not to say,1,BSED,3.31,abigailmedina54@uni.edu.ph,09437445544,Enrolled
202400948,Morales,Camille,20,F,5,BSED,1.69,camillemorales1@uni.edu.ph,09253214356,Enrolled
202404100,Miranda,Grace,21,F,2,BSBA,1.67,grace69@outlook.com,09325770645,Enrolled
202409281,Morales,Grace,21,F,4,BSME,2.76,gracemorales24@uni.edu.ph,09906920160,Enrolled
202403771,Lopez,Ella,24,F,4,BSCE,1.91,ellalopez83@uni.edu.ph,09731628296,Enrolled
202407562,Torres,Maricel,19,F,3,BSN,2.72,mariceltorres58@uni.edu.ph,09469582388,Enrolled
202409514,Flores,Lisa,24,F,1,BSCE,1.72,lisa6@gmail.com,09367475758,LOA
202408934,Ocampo,Joshua,21,M,2,BSCS,1.95,joshuaocampo29@uni.edu.ph,09116051379,Dropped
202400761,Ong,Andrea,25,F,3,BSECE,2.92,andreaong14@uni.edu.ph,09231200576,Enrolled
202404388,Ocampo,Marco,25,M,3,BSED,3.49,marcoocampo92@uni.edu.ph,09550519817,Enrolled
202408313,Cabrera,Cristina,18,Prefer not to say,4,BSED,2.54,cristinacabrera66@uni.edu.ph,09705465410,Enrolled
202409405,Pascual,Adrian,23,M,1,BSCRIM,2.14,adrianpascual57@uni.edu.ph,09236253560,Enrolled
202403472,Navarro,Paolo,18,M,1,BS IT,2.43,paolonavarro1@uni.edu.ph,09155020303,Enrolled
202404231,Gonzales,Paolo,26,M,2,BSME,0.73,paologonzales25@uni.edu.ph,09800939882,LOA
202406571,De Leon,Felix,24,M,2,BSME,1.84,felixdeleon68@uni.edu.ph,09934852831,Dropped
202409005,Fernandez,Jasmine,25,F,5,BSCS,9.65,jasminefernandez13@uni.edu.ph,097731334,Enrolled
202400701,Aguilar,Carla,22,F,2,BSED,,carlaaguilar81@uni.edu.ph,09485033279,Dropped
202409835,Bautista,Grace,18,Prefer not to say,3,BSN,2.98,gracebautista78@uni.edu.ph,09334373316,Enrolled
202400403,Hidalgo,Anton,27,MALE,5,BSECE,,antonhidalgo61@uni.edu.ph,09237378973,Enrolled
202402173,Natividad,Anton,28,M,5,BSIT,0.12,antonnatividad97@uni.edu.ph,09752221062,Enrolled
202406220,Romero,Edgar,28,M,3,BSCS,8.75,edgarromero40@uni.edu.ph,09290015928,Enrolled
202405160,Sy,Jose,26,M,5,BSIT,2.82,josesy84@uni.edu.ph,09202038568,Enrolled
202402434,Ocampo,Cristina,24,F,4,BSCS,2.34,cristinaocampo63@uni.edu.ph,09463835270,enrolled
202401777,Morales,Pedro,20,M,4,BSCRIM,2.41,pedromorales46@uni.edu.ph,09203175779,Enrolled
202401679,Aguilar,Carlos,26,M,3,BSN,1.95,carlosaguilar63@uni.edu.ph,09568464805,Enrolled
202400790,Reyes,Ryan,27,M,5,BSIT,3.1,ryanreyes85@uni.edu.ph,09957856711,LOA
202400094,De Guzman,Maria,25,F,4,BSBA,1.14,mariadeguzman67@uni.edu.ph,09488457631,Enrolled
202405249,Medina,Nina,18,F,5,BSCRIM,2.15,ninamedina60@uni.edu.ph,09871806322,Enrolled
202407273,Soriano,Cristina,25,F,3,BSIT,2.73,cristinasoriano75@uni.edu.ph,09299462154,Enrolled
202407028,Flores,Grace,23,F,3,BSIT,2.49,graceflores28@uni.edu.ph,09341759984,LOA
202403625,De Leon,Michael,24,M,5,BSIT,1.67,michaeldeleon29@uni.edu.ph,09572326320,Enrolled
202402794,Bautista,Kevin,19,M,5,BSED,3.13,kevinbautista39@uni.edu.ph,09440498339,Enrolled
202403119,Ramirez,Joseph,24,M,1,BSECE,1.22,josephramirez43@uni.edu.ph,09300001943,LOA
202405528,Fajardo,Felix,17,M,4,BSME,2.57,felixfajardo34@uni.edu.ph,09399205718,Enrolled
202406256,Fajardo,Mia,27,F,5,BSPSYCH,3.22,miafajardo22@uni.edu.ph,09866922359,Enrolled
202403417,Garcia,Cristina,17,F,5,BSME,1.68,cristinagarcia56@uni.edu.ph,09830959104,Enrolled
202408911,,Grace,26,Prefer not to say,3,BSCRIM,1.57,gracesanpedro76@uni.edu.ph,09487059627,LOA
202401615,Bautista,Nico,27,M,1,BSED,7.06,nicobautista93@uni.edu.ph,0935-211-7608,Enrolled
202408195,Garcia,Dominic,26,m,3,BSBA,1.17,dominicgarcia55@uni.edu.ph,09596323870,Enrolled
202406457,Gonzales,Sofia,27,F,2,BSECE,1.54,sofiagonzales25@uni.edu.ph,09236262112,Enrolled
202401564,Fajardo,Kevin,27,M,3,BSPSYCH,3.24,kevinfajardo3@uni.edu.ph,09970541642,Enrolled
202409214,Castillo,Carla,20,F,5,BSME,6.96,carlacastillo44@uni.edu.ph,09741592073,Enrolled
202407545,Dela Cruz,Sofia,28,F,4,BSBA,,sofiadelacruz1@uni.edu.ph,09546974032,Enrolled
202409941,Bonifacio,Gerald,25,M,5,BSN,1.56,geraldbonifacio59@uni.edu.ph,09432117567,Enrolled
202407250,Evangelista,Diana,23,F,1,BSPSYCH,2.79,dianaevangelista74@uni.edu.ph,09847535719,Enrolled
202408292,Miranda,Clifford,21,M,2,BSME,1.99,cliffordmiranda79@uni.edu.ph,09214700954,Enrolled
202400139,Fernandez,,19,M,5,BSBA,1.17,juanfernandez95@uni.edu.ph,09779863265,Dropped
202400987,Diaz,Ryan,25,M,4,BSCRIM,1.77,ryandiaz53@uni.edu.ph,09907950191,loa
202400052,Go,Diana,23,F,5,BSME,2.8,dianago50@uni.edu.ph,09630833445,Enrolled
202403582,Dela Cruz,Clara,27,F,3,BSIT,2.36,claradelacruz9@uni.edu.ph,09302911326,Enrolled
202408158,Fernandez,Bianca,25,Female,3,BSN,1.94,biancafernandez70@uni.edu.ph,09649240243,Enrolled
202400975,Chua,Bianca,25,F,7,BSBA,,biancachua93@uni.edu.ph,09312102949,Enrolled
202404381,Martinez,Marco,23,M,4,BSPSYCH,1.17,marcomartinez40@uni.edu.ph,09491479802,Enrolled
202406064,Cruz,Nina,24,F,2,BSECE,1.49,ninacruz27@uni.edu.ph,09360407162,Enrolled
202405276,Santa Maria,Francis,22,M,4,BSME,3.06,francissantamaria26@uni.edu.ph,09663312387,Enrolled
202400222,Bonifacio,Elena,24,F,2,BSME,3.07,elenabonifacio35@uni.edu.ph,09703462253,Enrolled
202409567,ONG,Abigail,24,F,3,BSED,2.33,abigailong63@uni.edu.ph,09313730790,LOA
202400271,Ong,Maricel,20,F,3,BSPSYCH,3.35,maricelong56@uni.edu.ph,09299434489,Enrolled
202406112,Garcia,Tricia,25,F,7,BSCS,2.26,triciagarcia87@uni.edu.ph,09916042909,Enrolled
202406102,Dela Cruz,Diana,17,Prefer not to say,3,BSCRIM,2.69,dianadelacruz38@uni.edu.ph,09217589546,Enrolled
202400081,Miranda,Rafael,24,M,1,BSCRIM,1.13,rafaelmiranda20@uni.edu.ph,09970957171,Enrolled
202402631,Ramos,Clara,24,F,1,BSN,1.87,clararamos57@uni.edu.ph,09714267952,Enrolled
202406356,Soriano,Leo,22,M,1,BSED,1.58,leosoriano29@uni.edu.ph,09451432018,Enrolled
202405919,Miranda,Carlos,26,fluid,5,BSCS,3.38,carlosmiranda47@uni.edu.ph,09668806756,LOA
